wavelength,reflectance,diffuse_transmittance
1229,0.43111,0.50914
1230,0.43122,0.50927
1231,0.43133,0.50936
1232,0.43144,0.50944
1233,0.43154,0.50951
1234,0.43164,0.5096
1235,0.43175,0.50968
1236,0.43186,0.50981
1237,0.43195,0.50991
1238,0.43205,0.51003
1239,0.43214,0.51008
1240,0.43222,0.51013
1241,0.4323,0.51027
1242,0.43239,0.51038
1243,0.43247,0.51044
1244,0.43254,0.51046
1245,0.4326,0.51055
1246,0.43267,0.5106
1247,0.43272,0.51072
1248,0.43277,0.51082
1249,0.43283,0.51083
1250,0.43286,0.5109
1251,0.4329,0.51094
1252,0.43294,0.51097
1253,0.43298,0.51108
1254,0.43301,0.51112
1255,0.43303,0.51118
1256,0.43305,0.51119
1257,0.43306,0.51125
1258,0.43307,0.51128
1259,0.43309,0.51128
1260,0.43309,0.51135
1261,0.43308,0.51139
1262,0.43307,0.51147
1263,0.43305,0.51154
1264,0.43304,0.51161
1265,0.43303,0.51167
1266,0.43301,0.51174
1267,0.43299,0.51173
1268,0.43297,0.51172
1269,0.43295,0.51167
1270,0.43292,0.51163
1271,0.43289,0.51165
1272,0.43285,0.51165
1273,0.43281,0.51163
1274,0.43275,0.51161
1275,0.43271,0.5116
1276,0.43266,0.51162
1277,0.43261,0.51157
1278,0.43257,0.51152
1279,0.43251,0.51149
1280,0.43246,0.51143
1281,0.43239,0.51134
1282,0.43232,0.51134
1283,0.43224,0.51126
1284,0.43217,0.51121
1285,0.43208,0.51112
1286,0.43199,0.51107
1287,0.43189,0.51103
1288,0.43178,0.51098
1289,0.43166,0.51082
1290,0.43154,0.5107
1291,0.4314,0.51055
1292,0.43126,0.51044
1293,0.43111,0.51033
1294,0.43094,0.51019
1295,0.43076,0.51009
1296,0.43057,0.51001
1297,0.43037,0.50987
1298,0.43016,0.50976
1299,0.42994,0.50966
1300,0.42969,0.50953
1301,0.42943,0.50936
1302,0.42917,0.50923
1303,0.42889,0.5091
1304,0.4286,0.50895
1305,0.42829,0.50872
1306,0.42796,0.50838
1307,0.4276,0.50808
1308,0.42723,0.50776
1309,0.42684,0.50742
1310,0.42643,0.50711
1311,0.42602,0.50677
1312,0.42557,0.50644
1313,0.4251,0.50611
1314,0.42462,0.50574
1315,0.42411,0.50541
1316,0.42358,0.50512
1317,0.42304,0.50479
1318,0.42248,0.50441
1319,0.42189,0.50401
1320,0.42128,0.50352
1321,0.42065,0.50305
1322,0.42,0.50257
1323,0.41934,0.50211
1324,0.41866,0.50169
1325,0.41796,0.50128
1326,0.41724,0.50077
1327,0.41651,0.50015
1328,0.41576,0.49946
1329,0.415,0.49887
1330,0.41423,0.49839
1331,0.41345,0.49791
1332,0.41266,0.49744
1333,0.41186,0.49688
1334,0.41104,0.49626
1335,0.41023,0.4955
1336,0.40941,0.49481
1337,0.40858,0.49417
1338,0.40775,0.49362
1339,0.40693,0.4931
1340,0.40611,0.49258
1341,0.40529,0.49207
1342,0.40447,0.49146
1343,0.40367,0.49094
1344,0.40286,0.49029
1345,0.40206,0.48958
1346,0.40126,0.48888
1347,0.40047,0.48821
1348,0.39969,0.48764
1349,0.39891,0.48715
1350,0.39813,0.48657
1351,0.39737,0.48605
1352,0.3966,0.48548
1353,0.39584,0.48496
1354,0.39506,0.48439
1355,0.39429,0.48378
1356,0.39351,0.48298
1357,0.39271,0.48222
1358,0.39189,0.48144
1359,0.39107,0.48083
1360,0.3902,0.48036
1361,0.38933,0.47989
1362,0.38839,0.47948
1363,0.38743,0.479
1364,0.38639,0.47861
1365,0.38532,0.47811
1366,0.38415,0.47729
1367,0.38293,0.47648
1368,0.38161,0.47535
1369,0.38024,0.47415
1370,0.37874,0.4729
1371,0.37715,0.47144
1372,0.37543,0.46985
1373,0.37361,0.46836
1374,0.37162,0.46646
1375,0.3695,0.46439
1376,0.36721,0.46235
1377,0.36477,0.45987
1378,0.36214,0.45719
1379,0.3593,0.45429
1380,0.35629,0.45159
1381,0.35308,0.44842
1382,0.34966,0.44521
1383,0.34605,0.4418
1384,0.34225,0.43855
1385,0.33829,0.43469
1386,0.33414,0.43074
1387,0.32985,0.42653
1388,0.32538,0.42196
1389,0.32084,0.41778
1390,0.31614,0.41292
1391,0.31139,0.40812
1392,0.30652,0.40318
1393,0.30168,0.39826
1394,0.29673,0.39308
1395,0.29184,0.38833
1396,0.28691,0.38344
1397,0.2821,0.37851
1398,0.27731,0.37381
1399,0.27264,0.36925
1400,0.26804,0.36482
1401,0.26363,0.3605
1402,0.2593,0.35616
1403,0.25515,0.35202
1404,0.25117,0.34803
1405,0.24738,0.34435
1406,0.24375,0.34068
1407,0.2403,0.33722
1408,0.23706,0.33393
1409,0.234,0.33086
1410,0.23114,0.32799
1411,0.22845,0.32525
1412,0.22593,0.32261
1413,0.22362,0.32017
1414,0.22147,0.31792
1415,0.21947,0.3158
1416,0.21762,0.31387
1417,0.21595,0.31211
1418,0.21439,0.31043
1419,0.21296,0.30884
1420,0.21164,0.30745
1421,0.21046,0.30617
1422,0.20937,0.305
1423,0.20838,0.30389
1424,0.20747,0.3029
1425,0.20668,0.30195
1426,0.20595,0.3012
1427,0.2053,0.30051
1428,0.20472,0.29993
1429,0.20422,0.29935
1430,0.20378,0.29884
1431,0.2034,0.29834
1432,0.20307,0.29792
1433,0.2028,0.29766
1434,0.20258,0.29747
1435,0.20241,0.2973
1436,0.20228,0.29711
1437,0.2022,0.29697
1438,0.20215,0.29691
1439,0.20214,0.2968
1440,0.20216,0.29672
1441,0.20222,0.29671
1442,0.2023,0.2968
1443,0.20241,0.29702
1444,0.20254,0.29733
1445,0.20269,0.29764
1446,0.20285,0.2979
1447,0.20302,0.29811
1448,0.20322,0.29828
1449,0.20343,0.2985
1450,0.20366,0.29867
1451,0.2039,0.29879
1452,0.20416,0.299
1453,0.20444,0.29938
1454,0.20473,0.29988
1455,0.20506,0.30036
1456,0.20541,0.30086
1457,0.2058,0.30137
1458,0.20622,0.30193
1459,0.20668,0.30253
1460,0.20718,0.3031
1461,0.20773,0.30367
1462,0.20833,0.30428
1463,0.20898,0.30502
1464,0.20968,0.30597
1465,0.21044,0.30694
1466,0.21126,0.30797
1467,0.21211,0.30908
1468,0.21303,0.31018
1469,0.21398,0.31133
1470,0.21499,0.31265
1471,0.21603,0.31394
1472,0.21711,0.31528
1473,0.21823,0.31668
1474,0.21939,0.318
1475,0.22056,0.31951
1476,0.22177,0.32086
1477,0.22299,0.32216
1478,0.22424,0.32351
1479,0.22549,0.32489
1480,0.22677,0.32643
1481,0.22806,0.32794
