wavelength,reflectance,diffuse_transmittance
1252,0.43013,0.52258
1253,0.43017,0.52269
1254,0.43019,0.52273
1255,0.4302,0.52279
1256,0.43021,0.5228
1257,0.43023,0.52286
1258,0.43024,0.52289
1259,0.43025,0.52289
1260,0.43025,0.52296
1261,0.43024,0.52299
1262,0.43023,0.52306
1263,0.43021,0.52313
1264,0.4302,0.5232
1265,0.43019,0.52326
1266,0.43017,0.52334
1267,0.43015,0.52332
1268,0.43013,0.52331
1269,0.4301,0.52326
1270,0.43007,0.52322
1271,0.43004,0.52325
1272,0.43,0.52327
1273,0.42996,0.52326
1274,0.42991,0.52325
1275,0.42987,0.52325
1276,0.42984,0.52328
1277,0.42979,0.52324
1278,0.42976,0.5232
1279,0.42971,0.52317
1280,0.42965,0.52313
1281,0.42958,0.52306
1282,0.42952,0.52307
1283,0.42945,0.52302
1284,0.42937,0.52298
1285,0.42928,0.52291
1286,0.42919,0.52287
1287,0.4291,0.52284
1288,0.42901,0.5228
1289,0.42891,0.52266
1290,0.42881,0.52256
1291,0.42869,0.52243
1292,0.42854,0.52234
1293,0.4284,0.52225
1294,0.42825,0.52214
1295,0.42808,0.52206
1296,0.42791,0.52201
1297,0.42774,0.5219
1298,0.42755,0.52181
1299,0.42735,0.52174
1300,0.42714,0.52163
1301,0.42691,0.5215
1302,0.42668,0.52139
1303,0.42644,0.52129
1304,0.42618,0.52118
1305,0.4259,0.521
1306,0.42561,0.52069
1307,0.42531,0.52044
1308,0.42498,0.52017
1309,0.42465,0.51987
1310,0.42429,0.51959
1311,0.42391,0.5193
1312,0.42353,0.51901
1313,0.42313,0.51873
1314,0.42272,0.51842
1315,0.42228,0.51815
1316,0.42182,0.51791
1317,0.42134,0.51762
1318,0.42085,0.5173
1319,0.42034,0.51695
1320,0.41982,0.51654
1321,0.41927,0.51614
1322,0.41871,0.51572
1323,0.41814,0.51532
1324,0.41754,0.51496
1325,0.41693,0.5146
1326,0.4163,0.51415
1327,0.41566,0.51362
1328,0.415,0.51302
1329,0.41434,0.51251
1330,0.41366,0.51209
1331,0.41297,0.51167
1332,0.41228,0.51125
1333,0.41158,0.51077
1334,0.41085,0.51024
1335,0.41014,0.50958
1336,0.40942,0.50898
1337,0.4087,0.50841
1338,0.40799,0.50793
1339,0.40727,0.50746
1340,0.40654,0.50699
1341,0.40581,0.50654
1342,0.40508,0.506
1343,0.40436,0.50554
1344,0.40364,0.50498
1345,0.40293,0.50437
1346,0.40224,0.50378
1347,0.40154,0.50319
1348,0.40085,0.5027
1349,0.40016,0.50225
1350,0.39948,0.50173
1351,0.3988,0.50128
1352,0.39812,0.50078
1353,0.39745,0.50032
1354,0.39677,0.49981
1355,0.39609,0.49925
1356,0.3954,0.49852
1357,0.39471,0.49782
1358,0.39398,0.49711
1359,0.39324,0.49655
1360,0.39246,0.49613
1361,0.39166,0.49571
1362,0.39081,0.49536
1363,0.38993,0.49496
1364,0.38898,0.49464
1365,0.38802,0.49419
1366,0.38695,0.49347
1367,0.38584,0.49273
1368,0.38464,0.49169
1369,0.38339,0.49059
1370,0.38201,0.48944
1371,0.38056,0.4881
1372,0.37899,0.48664
1373,0.37733,0.48526
1374,0.37551,0.48352
1375,0.37357,0.48163
1376,0.37146,0.47974
1377,0.36922,0.47744
1378,0.36679,0.47495
1379,0.36417,0.47227
1380,0.36138,0.46972
1381,0.3584,0.46678
1382,0.35523,0.46379
1383,0.35186,0.46061
1384,0.34831,0.45754
1385,0.3446,0.45392
1386,0.34069,0.45018
1387,0.33664,0.44619
1388,0.33241,0.44183
1389,0.3281,0.43778
1390,0.32363,0.4331
1391,0.3191,0.42845
1392,0.31445,0.42364
1393,0.3098,0.41882
1394,0.30503,0.41376
1395,0.30031,0.40905
1396,0.29554,0.40421
1397,0.29089,0.39933
1398,0.28624,0.39465
1399,0.2817,0.3901
1400,0.27722,0.38567
1401,0.27292,0.38133
1402,0.26869,0.37697
1403,0.26463,0.37279
1404,0.26072,0.36874
1405,0.257,0.36498
1406,0.25344,0.36126
1407,0.25005,0.35772
1408,0.24684,0.35436
1409,0.24384,0.35124
1410,0.24102,0.3483
1411,0.23838,0.3455
1412,0.23592,0.34278
1413,0.23366,0.34027
1414,0.23155,0.33795
1415,0.2296,0.33577
1416,0.22779,0.33378
